ID Venda,Data Venda,Produto,Quantidade,Total Venda,ID Cliente,Cliente,Email Cliente,Vendedor,Forma de Pagamento,ID Produto,Distribuidora,Preço Unitário,ID Vendedor,Email Vendedor
332,2023-05-15,Produto A,1,15.9,332,Alan Robinson,churst@example.com,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
333,2023-07-01,Produto C,1,30.9,333,Kristin Ellis,amygarcia@example.net,Vendedor 4,Transferência Bancária,3,Distribuidora 3,30.9,4,sgonzalez@example.org
334,2023-09-03,Produto D,4,163.6,334,Andrew Owens,dcollins@example.net,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
335,2023-10-31,Produto D,2,81.8,335,Andrea Jordan,lowemark@example.com,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
336,2023-07-30,Produto C,5,154.5,336,Robert Estrada,ruizlance@example.com,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
337,2023-01-22,Produto A,3,47.7,337,Janet Conley,grussell@example.org,Vendedor 3,Dinheiro,1,Distribuidora 1,15.9,3,susan27@example.com
338,2023-03-14,Produto D,1,40.9,338,Bianca Morales,rachel73@example.net,Vendedor 4,Cartão de Crédito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
339,2023-01-12,Produto D,4,163.6,339,Sandra Martinez,holmesjohn@example.com,Vendedor 4,Boleto,4,Distribuidora 4,40.9,4,sgonzalez@example.org
340,2023-08-24,Produto A,4,63.6,340,Mrs. Sarah Watson,jeremybyrd@example.net,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
341,2023-01-10,Produto C,2,61.8,341,Thomas Parks,zsnow@example.com,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
342,2023-04-20,Produto C,5,154.5,342,Tommy Wolf,brownmary@example.com,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
343,2023-08-02,Produto C,4,123.6,343,Shelby Thomas,cameronanderson@example.net,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
344,2023-06-17,Produto A,1,15.9,344,Zachary Schmidt,tiffanyweaver@example.net,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
345,2023-11-21,Produto C,4,123.6,345,Dylan Brady,marshdaniel@example.com,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
346,2023-12-20,Produto D,2,81.8,346,Bethany Reynolds,melissa88@example.com,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
347,2023-05-28,Produto A,3,47.7,347,Kerry Anderson,johnsbill@example.net,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
348,2023-03-02,Produto B,2,45.0,348,Julie Aguilar,kathy72@example.com,Vendedor 1,Cartão de Crédito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
349,2023-10-09,Produto D,2,81.8,349,Stephanie Hernandez,qmcclure@example.com,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
350,2023-05-14,Produto B,2,45.0,350,Bonnie Miles,guzmanfred@example.net,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
351,2023-06-08,Produto D,5,204.5,351,Gregory Gray,mcneilsean@example.org,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
352,2023-01-31,Produto B,3,67.5,352,Julie Nguyen,gconrad@example.com,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
353,2023-11-21,Produto D,5,204.5,353,Brenda Thompson,derek56@example.com,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
354,2023-04-13,Produto C,4,123.6,354,Melissa Benton,jimmy80@example.net,Vendedor 3,Boleto,3,Distribuidora 3,30.9,3,susan27@example.com
355,2023-08-19,Produto B,5,112.5,355,Linda Thompson,nflynn@example.com,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
356,2023-07-10,Produto D,1,40.9,356,Julie Gomez,ynielsen@example.org,Vendedor 4,Transferência Bancária,4,Distribuidora 4,40.9,4,sgonzalez@example.org
357,2023-09-15,Produto A,5,79.5,357,Alexandria Dudley,iferguson@example.org,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
358,2023-02-06,Produto D,5,204.5,358,Erin Young,michaelschroeder@example.org,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
359,2023-01-06,Produto A,4,63.6,359,Christine Thomas,wsmith@example.com,Vendedor 3,Dinheiro,1,Distribuidora 1,15.9,3,susan27@example.com
360,2023-01-27,Produto C,4,123.6,360,Benjamin Herrera,brianhunter@example.com,Vendedor 1,Transferência Bancária,3,Distribuidora 3,30.9,1,staceyweaver@example.org
361,2023-04-18,Produto B,4,90.0,361,Tamara Boone,handerson@example.com,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
362,2023-06-06,Produto D,5,204.5,362,Carolyn Kane,melanieferguson@example.com,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
363,2023-08-28,Produto C,3,92.69999999999999,363,Shane Bailey,dgaines@example.org,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
364,2023-10-05,Produto D,2,81.8,364,Rebecca Parrish,austinnatasha@example.com,Vendedor 2,Boleto,4,Distribuidora 4,40.9,2,gabriela96@example.org
365,2023-11-05,Produto D,3,122.69999999999999,365,Norman Lara,christopherstewart@example.org,Vendedor 2,Boleto,4,Distribuidora 4,40.9,2,gabriela96@example.org
366,2023-03-06,Produto D,1,40.9,366,Melanie Graves,curtissarah@example.org,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
367,2023-12-18,Produto A,3,47.7,367,Belinda Howard,kevin19@example.net,Vendedor 1,Transferência Bancária,1,Distribuidora 1,15.9,1,staceyweaver@example.org
368,2023-02-16,Produto C,5,154.5,368,Ryan Baker,cervantesvincent@example.com,Vendedor 4,Transferência Bancária,3,Distribuidora 3,30.9,4,sgonzalez@example.org
369,2023-12-05,Produto B,5,112.5,369,Lisa Bush,lauren07@example.com,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
370,2023-03-29,Produto A,5,79.5,370,Angela Wise,jasonjackson@example.org,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
371,2023-01-12,Produto C,2,61.8,371,Mariah Peterson,jason20@example.net,Vendedor 3,Boleto,3,Distribuidora 3,30.9,3,susan27@example.com
372,2023-03-08,Produto A,1,15.9,372,Daniel Martin,morganmonica@example.net,Vendedor 2,Transferência Bancária,1,Distribuidora 1,15.9,2,gabriela96@example.org
373,2023-10-08,Produto B,2,45.0,373,Deanna Flores,stanleytiffany@example.net,Vendedor 1,Boleto,2,Distribuidora 2,22.5,1,staceyweaver@example.org
374,2023-06-23,Produto A,4,63.6,374,Meghan Burns,gperry@example.com,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
375,2023-11-21,Produto C,5,154.5,375,Jose Anderson,lchandler@example.com,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
376,2023-05-23,Produto B,4,90.0,376,Jessica Huang,jamessarah@example.net,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
377,2023-02-09,Produto C,3,92.69999999999999,377,Jacob Hernandez,elliottsarah@example.net,Vendedor 4,Transferência Bancária,3,Distribuidora 3,30.9,4,sgonzalez@example.org
378,2023-03-10,Produto B,4,90.0,378,Ashley Johnson,vmarshall@example.org,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
379,2023-10-07,Produto C,1,30.9,379,Jose Aguilar,vhall@example.org,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
380,2023-05-02,Produto D,4,163.6,380,Patricia Young,collinscorey@example.com,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
381,2023-07-15,Produto D,5,204.5,381,Frank Dorsey,bobby73@example.com,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
382,2023-05-10,Produto B,4,90.0,382,Jennifer Clark,ywilson@example.com,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
383,2023-03-26,Produto C,1,30.9,383,Kelly Ford,joshuaarias@example.com,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
384,2023-10-09,Produto C,3,92.69999999999999,384,Anna Fischer,ojackson@example.net,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
385,2023-11-29,Produto D,3,122.69999999999999,385,Amanda Stewart,shenderson@example.org,Vendedor 4,Cartão de Débito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
386,2023-06-01,Produto A,3,47.7,386,John Callahan,fischerdaniel@example.com,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
387,2023-10-31,Produto A,4,63.6,387,Miranda Baldwin,morrowbarbara@example.net,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
388,2023-02-08,Produto A,2,31.8,388,Perry Owen,melissa55@example.org,Vendedor 3,Dinheiro,1,Distribuidora 1,15.9,3,susan27@example.com
389,2023-02-27,Produto A,3,47.7,389,Michael Hunter,nicholsbrianna@example.net,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
390,2023-12-18,Produto A,4,63.6,390,Ann Malone,curtisballard@example.com,Vendedor 2,Cartão de Débito,1,Distribuidora 1,15.9,2,gabriela96@example.org
391,2023-10-20,Produto B,2,45.0,391,Corey Berry,hmccoy@example.net,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
392,2023-02-21,Produto D,5,204.5,392,Terry Key,ejones@example.net,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
393,2023-01-01,Produto D,2,81.8,393,Diane Jordan,vanessadavidson@example.net,Vendedor 1,Transferência Bancária,4,Distribuidora 4,40.9,1,staceyweaver@example.org
394,2023-07-14,Produto C,4,123.6,394,Phillip Bowman,brian07@example.net,Vendedor 3,Boleto,3,Distribuidora 3,30.9,3,susan27@example.com
395,2023-10-05,Produto A,1,15.9,395,Cynthia Alexander,fhudson@example.com,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
396,2023-08-24,Produto B,1,22.5,396,Kristen Zimmerman,mark95@example.com,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
397,2023-03-26,Produto A,5,79.5,397,Jeremy Johnston,patrickandrew@example.com,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
398,2023-06-10,Produto D,5,204.5,398,Dr. Ricky Stanley,sullivannathan@example.org,Vendedor 4,Boleto,4,Distribuidora 4,40.9,4,sgonzalez@example.org
399,2023-08-30,Produto D,5,204.5,399,Kristi Hernandez,shannonflores@example.com,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
400,2023-05-20,Produto D,2,81.8,400,Susan Hodge,perezrachel@example.net,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
401,2023-08-01,Produto C,2,61.8,401,Christopher Forbes,gloversteven@example.com,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
402,2023-11-03,Produto C,1,30.9,402,Christina Fletcher,tami48@example.org,Vendedor 4,Transferência Bancária,3,Distribuidora 3,30.9,4,sgonzalez@example.org
403,2023-06-09,Produto D,2,81.8,403,Lisa Bender,mitchelljames@example.net,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
404,2023-10-16,Produto A,4,63.6,404,Amy Harris,joshua09@example.net,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
405,2023-01-15,Produto D,3,122.69999999999999,405,Mrs. Taylor Gross,denise60@example.com,Vendedor 4,Boleto,4,Distribuidora 4,40.9,4,sgonzalez@example.org
406,2023-05-23,Produto A,4,63.6,406,Benjamin Green,carla29@example.net,Vendedor 2,Cartão de Débito,1,Distribuidora 1,15.9,2,gabriela96@example.org
407,2023-09-24,Produto A,1,15.9,407,Jonathan Lowe,stephanie60@example.org,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
408,2023-03-13,Produto B,1,22.5,408,Denise Watson,albertduncan@example.org,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
409,2023-03-19,Produto A,4,63.6,409,Dr. Matthew Burke,christina96@example.org,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
410,2023-01-24,Produto B,1,22.5,410,Ann Thompson,moyertravis@example.com,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
411,2023-02-22,Produto B,5,112.5,411,Kristen Daniel,darrell81@example.org,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
412,2023-05-13,Produto C,5,154.5,412,Cassandra Roberts,brittanypalmer@example.com,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
413,2023-10-02,Produto A,5,79.5,413,Shawn Garcia,stephanie63@example.org,Vendedor 2,Transferência Bancária,1,Distribuidora 1,15.9,2,gabriela96@example.org
414,2023-04-26,Produto D,5,204.5,414,Elizabeth Johnson,jamestodd@example.net,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
415,2023-01-21,Produto D,3,122.69999999999999,415,Diana Cole,hsmith@example.net,Vendedor 4,Cartão de Débito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
416,2023-08-29,Produto A,2,31.8,416,Brittany Howell,qdavis@example.net,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
417,2023-04-26,Produto A,5,79.5,417,Amy Baldwin,vunderwood@example.org,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
418,2023-12-10,Produto C,1,30.9,418,Alyssa Mcmillan,garydavis@example.net,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
419,2023-10-03,Produto D,1,40.9,419,Emily Gardner,jilljones@example.net,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
420,2023-02-17,Produto A,4,63.6,420,Frank Johnson,michelechristian@example.net,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
421,2023-09-05,Produto B,5,112.5,421,Courtney Johnson,xwright@example.org,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
422,2023-11-07,Produto A,4,63.6,422,David Levy,priscilla13@example.com,Vendedor 1,Cartão de Crédito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
423,2023-06-21,Produto B,3,67.5,423,Anthony White,sydney40@example.com,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
424,2023-08-09,Produto C,2,61.8,424,Rachel Fernandez,jordanhartman@example.com,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
425,2023-09-19,Produto D,4,163.6,425,Kenneth Farrell,hernandezgregory@example.org,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
426,2023-02-26,Produto D,4,163.6,426,Jessica Patel,edavis@example.com,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
427,2023-07-28,Produto D,1,40.9,427,Jennifer Rivera,ricardo13@example.com,Vendedor 1,Cartão de Débito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
428,2023-11-15,Produto D,5,204.5,428,Brandy Morgan,ljohnson@example.com,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
429,2023-08-05,Produto B,2,45.0,429,Gabrielle Mitchell,stewartisaiah@example.com,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
430,2023-01-02,Produto D,4,163.6,430,Timothy Green,ritasmith@example.net,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
431,2023-12-01,Produto B,5,112.5,431,John Brown,christine08@example.com,Vendedor 1,Cartão de Crédito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
432,2023-01-05,Produto C,5,154.5,432,Samantha Herrera,doughertyrichard@example.org,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
433,2023-06-21,Produto C,1,30.9,433,Justin Holt,danielandrews@example.net,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
434,2023-10-23,Produto B,4,90.0,434,Michele Brown,fmorgan@example.net,Vendedor 2,Transferência Bancária,2,Distribuidora 2,22.5,2,gabriela96@example.org
435,2023-10-12,Produto A,4,63.6,435,James Murray,mrobinson@example.net,Vendedor 1,Transferência Bancária,1,Distribuidora 1,15.9,1,staceyweaver@example.org
436,2023-07-21,Produto A,4,63.6,436,Jeremy Mullen,kevin89@example.com,Vendedor 2,Transferência Bancária,1,Distribuidora 1,15.9,2,gabriela96@example.org
437,2023-02-05,Produto A,2,31.8,437,Laura Walker,operez@example.org,Vendedor 1,Cartão de Crédito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
438,2023-03-28,Produto B,5,112.5,438,Jeremy Ramirez,shirleylawson@example.org,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
439,2023-01-21,Produto B,5,112.5,439,Lisa Sheppard,kennethlopez@example.org,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
440,2023-07-07,Produto D,5,204.5,440,Jason Walker,jordan53@example.com,Vendedor 4,Dinheiro,4,Distribuidora 4,40.9,4,sgonzalez@example.org
441,2023-03-25,Produto D,1,40.9,441,Bradley Lopez,elliottchristopher@example.com,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
442,2023-03-06,Produto A,5,79.5,442,Latoya Mckinney,willie71@example.net,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
443,2023-11-28,Produto C,4,123.6,443,Stephen Hanson,hicksdennis@example.com,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
444,2023-10-07,Produto D,4,163.6,444,Michael Jordan,reevesryan@example.net,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
445,2023-03-10,Produto B,2,45.0,445,Jodi Olson,kathrynbrown@example.com,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
446,2023-10-13,Produto B,1,22.5,446,Crystal Walker,cassidysimon@example.net,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
447,2023-08-04,Produto A,2,31.8,447,Robert Perez,blackblake@example.com,Vendedor 1,Transferência Bancária,1,Distribuidora 1,15.9,1,staceyweaver@example.org
448,2023-04-13,Produto B,1,22.5,448,Richard Johnson,whitneysmith@example.org,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
449,2023-10-21,Produto D,3,122.69999999999999,449,Stephen Harris,clarktimothy@example.com,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
450,2023-07-12,Produto C,2,61.8,450,Jerry Smith,hmaynard@example.net,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
451,2023-05-31,Produto B,2,45.0,451,John Ortiz,mathishector@example.net,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
452,2023-08-23,Produto A,5,79.5,452,Melissa Juarez,michael28@example.net,Vendedor 3,Cartão de Crédito,1,Distribuidora 1,15.9,3,susan27@example.com
453,2023-04-04,Produto B,3,67.5,453,Michael Hall,bblankenship@example.com,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
454,2023-01-28,Produto A,4,63.6,454,Charles Frost,mistymurphy@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
455,2023-04-21,Produto D,5,204.5,455,Erika Rodriguez,tramirez@example.org,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
456,2023-09-15,Produto D,3,122.69999999999999,456,Michelle Morrison,brent34@example.net,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
457,2023-10-26,Produto C,5,154.5,457,Joseph Johnson,colton78@example.org,Vendedor 4,Boleto,3,Distribuidora 3,30.9,4,sgonzalez@example.org
458,2023-06-13,Produto A,4,63.6,458,Kristin Hicks,sgray@example.net,Vendedor 3,Cartão de Crédito,1,Distribuidora 1,15.9,3,susan27@example.com
459,2023-05-02,Produto B,2,45.0,459,Andrea Jenkins,vtorres@example.com,Vendedor 1,Boleto,2,Distribuidora 2,22.5,1,staceyweaver@example.org
460,2023-02-09,Produto A,1,15.9,460,Kevin Burnett,dwilliamson@example.org,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
461,2023-06-08,Produto D,1,40.9,461,Andrea Buck,oliverbrittany@example.org,Vendedor 4,Transferência Bancária,4,Distribuidora 4,40.9,4,sgonzalez@example.org
462,2023-08-05,Produto D,3,122.69999999999999,462,Tracy Maxwell,dpace@example.net,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
463,2023-07-22,Produto C,1,30.9,463,Spencer Acevedo,millsraymond@example.net,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
464,2023-12-17,Produto B,1,22.5,464,Kathleen Santiago,lauren63@example.org,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
465,2023-01-09,Produto C,4,123.6,465,Tammie Kennedy,cgarner@example.net,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
466,2023-07-07,Produto D,4,163.6,466,Richard Harrison,anna28@example.net,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
467,2023-02-24,Produto C,1,30.9,467,Mark Levy,campbellchristina@example.org,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
468,2023-11-27,Produto A,1,15.9,468,Richard Brown,sweaver@example.org,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
469,2023-08-01,Produto D,3,122.69999999999999,469,Paul Castillo,harrislauren@example.com,Vendedor 4,Transferência Bancária,4,Distribuidora 4,40.9,4,sgonzalez@example.org
470,2023-08-03,Produto A,2,31.8,470,Cody Freeman,crystal94@example.net,Vendedor 1,Transferência Bancária,1,Distribuidora 1,15.9,1,staceyweaver@example.org
471,2023-07-11,Produto C,5,154.5,471,Steven Young,wjenkins@example.org,Vendedor 3,Cartão de Crédito,3,Distribuidora 3,30.9,3,susan27@example.com
472,2023-09-19,Produto C,3,92.69999999999999,472,Amber Rangel,ujohnson@example.net,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
473,2023-09-27,Produto B,4,90.0,473,Terry Figueroa,edward74@example.org,Vendedor 1,Cartão de Crédito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
474,2023-03-06,Produto D,2,81.8,474,Katherine Lopez,shannonnunez@example.org,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
475,2023-03-20,Produto C,1,30.9,475,Katie Small,henry27@example.org,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
476,2023-08-12,Produto B,2,45.0,476,Chelsea Blevins,lopezapril@example.net,Vendedor 3,Cartão de Crédito,2,Distribuidora 2,22.5,3,susan27@example.com
477,2023-04-06,Produto C,5,154.5,477,Max Sheppard,andersonjason@example.com,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
478,2023-05-26,Produto A,4,63.6,478,Shane Lopez,santiagolori@example.net,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
479,2023-07-03,Produto B,3,67.5,479,Gina Bradford,nmurphy@example.net,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
480,2023-12-17,Produto B,1,22.5,480,Erik Terry,wellsgabrielle@example.net,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
481,2023-10-17,Produto D,5,204.5,481,Marilyn Gomez,diazjeffrey@example.org,Vendedor 4,Cartão de Débito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
482,2023-07-19,Produto D,3,122.69999999999999,482,Douglas Brooks,reynoldsshannon@example.net,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
483,2023-03-19,Produto D,2,81.8,483,Marcus Lowery,meghan69@example.org,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
484,2023-09-15,Produto B,5,112.5,484,Jason Cobb,cranenathan@example.net,Vendedor 2,Dinheiro,2,Distribuidora 2,22.5,2,gabriela96@example.org
485,2023-05-30,Produto D,2,81.8,485,Troy Nelson,larry11@example.com,Vendedor 4,Dinheiro,4,Distribuidora 4,40.9,4,sgonzalez@example.org
486,2023-11-18,Produto B,1,22.5,486,Julia Bishop,joshua55@example.com,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
487,2023-06-20,Produto C,1,30.9,487,Carolyn Gates,jack23@example.org,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
488,2023-07-14,Produto D,5,204.5,488,Karen Ramsey,clarkedavid@example.com,Vendedor 4,Cartão de Crédito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
489,2023-07-01,Produto A,2,31.8,489,Elijah Rodriguez,iking@example.com,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
490,2023-01-06,Produto D,3,122.69999999999999,490,Edward Espinoza Jr.,annharris@example.net,Vendedor 3,Cartão de Débito,4,Distribuidora 4,40.9,3,susan27@example.com
491,2023-12-17,Produto B,4,90.0,491,Elizabeth Martin,alejandro33@example.org,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
492,2023-09-12,Produto A,1,15.9,492,Cameron Decker,walkerbrandon@example.com,Vendedor 2,Cartão de Débito,1,Distribuidora 1,15.9,2,gabriela96@example.org
493,2023-11-27,Produto B,4,90.0,493,William White,stephaniehowe@example.com,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
494,2023-05-23,Produto A,5,79.5,494,Edwin Neal,rebeccahicks@example.org,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
495,2023-09-14,Produto C,2,61.8,495,Dustin Navarro,kathleen54@example.net,Vendedor 4,Transferência Bancária,3,Distribuidora 3,30.9,4,sgonzalez@example.org
496,2023-10-14,Produto A,3,47.7,496,Donna Dalton,kelleydavid@example.org,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
497,2023-07-12,Produto A,5,79.5,497,Christopher Figueroa,michelle75@example.net,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
